sample_id,label,word_id,real_id,angle,file_id,video_path,start,end,duration,npz_index,status,split
NIA_SL_WORD0006_REAL05_U,독신,WORD0006,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0006_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0007_REAL05_D,음료수,WORD0007,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0007_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0007_REAL05_F,음료수,WORD0007,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0007_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0007_REAL05_L,음료수,WORD0007,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0007_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0007_REAL05_R,음료수,WORD0007,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0007_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0007_REAL05_U,음료수,WORD0007,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0007_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0008_REAL05_D,발가락,WORD0008,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0008_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0008_REAL05_F,발가락,WORD0008,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0008_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0008_REAL05_L,발가락,WORD0008,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0008_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0008_REAL05_R,발가락,WORD0008,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0008_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0008_REAL05_U,발가락,WORD0008,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0008_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0009_REAL05_D,슬프다,WORD0009,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0009_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0009_REAL05_F,슬프다,WORD0009,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0009_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0009_REAL05_L,슬프다,WORD0009,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0009_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0009_REAL05_R,슬프다,WORD0009,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0009_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0009_REAL05_U,슬프다,WORD0009,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0009_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0010_REAL05_D,자극,WORD0010,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0010_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0010_REAL05_F,자극,WORD0010,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0010_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0010_REAL05_L,자극,WORD0010,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0010_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0010_REAL05_R,자극,WORD0010,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0010_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0010_REAL05_U,자극,WORD0010,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0010_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0011_REAL05_D,안타깝다,WORD0011,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0011_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0011_REAL05_F,안타깝다,WORD0011,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0011_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0011_REAL05_L,안타깝다,WORD0011,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0011_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0011_REAL05_R,안타깝다,WORD0011,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0011_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0011_REAL05_U,안타깝다,WORD0011,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0011_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0012_REAL05_D,어색하다,WORD0012,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0012_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0012_REAL05_F,어색하다,WORD0012,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0012_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0012_REAL05_L,어색하다,WORD0012,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0012_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0012_REAL05_R,어색하다,WORD0012,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0012_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0012_REAL05_U,어색하다,WORD0012,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0012_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0013_REAL05_D,여아,WORD0013,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0013_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0013_REAL05_F,여아,WORD0013,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0013_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0013_REAL05_L,여아,WORD0013,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0013_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0013_REAL05_R,여아,WORD0013,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0013_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0013_REAL05_U,여아,WORD0013,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0013_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0014_REAL05_D,외국인,WORD0014,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0014_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0014_REAL05_F,외국인,WORD0014,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0014_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0014_REAL05_L,외국인,WORD0014,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0014_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0014_REAL05_R,외국인,WORD0014,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0014_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0014_REAL05_U,외국인,WORD0014,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0014_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0015_REAL05_D,영아,WORD0015,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0015_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0015_REAL05_F,영아,WORD0015,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0015_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0015_REAL05_L,영아,WORD0015,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0015_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0015_REAL05_R,영아,WORD0015,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0015_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0015_REAL05_U,영아,WORD0015,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0015_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0016_REAL05_D,신사,WORD0016,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0016_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0016_REAL05_F,신사,WORD0016,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0016_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0016_REAL05_L,신사,WORD0016,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0016_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0016_REAL05_R,신사,WORD0016,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0016_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0016_REAL05_U,신사,WORD0016,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0016_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0017_REAL05_D,뉴질랜드,WORD0017,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0017_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0017_REAL05_F,뉴질랜드,WORD0017,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0017_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0017_REAL05_L,뉴질랜드,WORD0017,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0017_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0017_REAL05_R,뉴질랜드,WORD0017,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0017_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0017_REAL05_U,뉴질랜드,WORD0017,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0017_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0018_REAL05_D,나사렛대학교,WORD0018,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0018_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0018_REAL05_F,나사렛대학교,WORD0018,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0018_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0018_REAL05_L,나사렛대학교,WORD0018,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0018_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0018_REAL05_R,나사렛대학교,WORD0018,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0018_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0018_REAL05_U,나사렛대학교,WORD0018,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0018_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0019_REAL05_D,알아서,WORD0019,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0019_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0019_REAL05_F,알아서,WORD0019,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0019_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0019_REAL05_L,알아서,WORD0019,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0019_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0019_REAL05_R,알아서,WORD0019,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0019_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0019_REAL05_U,알아서,WORD0019,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0019_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0020_REAL05_D,장애인,WORD0020,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0020_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0020_REAL05_F,장애인,WORD0020,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0020_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0020_REAL05_L,장애인,WORD0020,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0020_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0020_REAL05_R,장애인,WORD0020,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0020_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0020_REAL05_U,장애인,WORD0020,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0020_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0021_REAL05_D,열아홉번째,WORD0021,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0021_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0021_REAL05_F,열아홉번째,WORD0021,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0021_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0021_REAL05_L,열아홉번째,WORD0021,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0021_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0021_REAL05_R,열아홉번째,WORD0021,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0021_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0021_REAL05_U,열아홉번째,WORD0021,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0021_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0022_REAL05_D,침착,WORD0022,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0022_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0022_REAL05_F,침착,WORD0022,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0022_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0022_REAL05_L,침착,WORD0022,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0022_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0022_REAL05_R,침착,WORD0022,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0022_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0022_REAL05_U,침착,WORD0022,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0022_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0023_REAL05_D,성실,WORD0023,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0023_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0023_REAL05_F,성실,WORD0023,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0023_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0023_REAL05_L,성실,WORD0023,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0023_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0023_REAL05_R,성실,WORD0023,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0023_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0023_REAL05_U,성실,WORD0023,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0023_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0024_REAL05_D,학교연혁,WORD0024,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0024_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0024_REAL05_F,학교연혁,WORD0024,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0024_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0024_REAL05_L,학교연혁,WORD0024,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0024_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0024_REAL05_R,학교연혁,WORD0024,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0024_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0024_REAL05_U,학교연혁,WORD0024,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0024_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0025_REAL05_D,싫어하다,WORD0025,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0025_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0025_REAL05_F,싫어하다,WORD0025,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0025_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0025_REAL05_L,싫어하다,WORD0025,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0025_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0025_REAL05_R,싫어하다,WORD0025,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0025_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0025_REAL05_U,싫어하다,WORD0025,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0025_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0026_REAL05_D,급하다,WORD0026,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0026_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0026_REAL05_F,급하다,WORD0026,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0026_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0026_REAL05_L,급하다,WORD0026,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0026_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0026_REAL05_R,급하다,WORD0026,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0026_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0026_REAL05_U,급하다,WORD0026,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0026_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0027_REAL05_D,필기시험,WORD0027,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0027_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0027_REAL05_F,필기시험,WORD0027,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0027_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0027_REAL05_L,필기시험,WORD0027,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0027_REAL05_L.mp4,,,,,pending,train
