sample_id,word_id,label,video_path,split,source_part
NIA_SL_WORD0004_REAL04_L,WORD0004,남아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0004_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0004_REAL04_R,WORD0004,남아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0004_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0004_REAL04_U,WORD0004,남아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0004_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0005_REAL04_D,WORD0005,눈,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0005_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0005_REAL04_F,WORD0005,눈,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0005_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0005_REAL04_L,WORD0005,눈,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0005_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0005_REAL04_R,WORD0005,눈,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0005_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0005_REAL04_U,WORD0005,눈,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0005_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0006_REAL04_D,WORD0006,독신,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0006_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0006_REAL04_F,WORD0006,독신,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0006_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0006_REAL04_L,WORD0006,독신,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0006_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0006_REAL04_R,WORD0006,독신,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0006_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0006_REAL04_U,WORD0006,독신,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0006_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0007_REAL04_D,WORD0007,음료수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0007_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0007_REAL04_F,WORD0007,음료수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0007_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0007_REAL04_L,WORD0007,음료수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0007_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0007_REAL04_R,WORD0007,음료수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0007_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0007_REAL04_U,WORD0007,음료수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0007_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0008_REAL04_D,WORD0008,발가락,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0008_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0008_REAL04_F,WORD0008,발가락,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0008_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0008_REAL04_L,WORD0008,발가락,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0008_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0008_REAL04_R,WORD0008,발가락,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0008_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0008_REAL04_U,WORD0008,발가락,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0008_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0009_REAL04_D,WORD0009,슬프다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0009_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0009_REAL04_F,WORD0009,슬프다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0009_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0009_REAL04_L,WORD0009,슬프다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0009_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0009_REAL04_R,WORD0009,슬프다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0009_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0009_REAL04_U,WORD0009,슬프다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0009_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0010_REAL04_D,WORD0010,자극,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0010_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0010_REAL04_F,WORD0010,자극,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0010_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0010_REAL04_L,WORD0010,자극,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0010_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0010_REAL04_R,WORD0010,자극,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0010_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0010_REAL04_U,WORD0010,자극,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0010_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0011_REAL04_D,WORD0011,안타깝다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0011_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0011_REAL04_F,WORD0011,안타깝다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0011_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0011_REAL04_L,WORD0011,안타깝다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0011_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0011_REAL04_R,WORD0011,안타깝다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0011_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0011_REAL04_U,WORD0011,안타깝다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0011_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0012_REAL04_D,WORD0012,어색하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0012_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0012_REAL04_F,WORD0012,어색하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0012_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0012_REAL04_L,WORD0012,어색하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0012_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0012_REAL04_R,WORD0012,어색하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0012_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0012_REAL04_U,WORD0012,어색하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0012_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0013_REAL04_D,WORD0013,여아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0013_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0013_REAL04_F,WORD0013,여아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0013_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0013_REAL04_L,WORD0013,여아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0013_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0013_REAL04_R,WORD0013,여아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0013_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0013_REAL04_U,WORD0013,여아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0013_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0014_REAL04_D,WORD0014,외국인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0014_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0014_REAL04_F,WORD0014,외국인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0014_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0014_REAL04_L,WORD0014,외국인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0014_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0014_REAL04_R,WORD0014,외국인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0014_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0014_REAL04_U,WORD0014,외국인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0014_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0015_REAL04_D,WORD0015,영아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0015_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0015_REAL04_F,WORD0015,영아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0015_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0015_REAL04_L,WORD0015,영아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0015_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0015_REAL04_R,WORD0015,영아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0015_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0015_REAL04_U,WORD0015,영아,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0015_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0016_REAL04_D,WORD0016,신사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0016_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0016_REAL04_F,WORD0016,신사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0016_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0016_REAL04_L,WORD0016,신사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0016_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0016_REAL04_R,WORD0016,신사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0016_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0016_REAL04_U,WORD0016,신사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0016_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0017_REAL04_D,WORD0017,뉴질랜드,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0017_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0017_REAL04_F,WORD0017,뉴질랜드,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0017_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0017_REAL04_L,WORD0017,뉴질랜드,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0017_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0017_REAL04_R,WORD0017,뉴질랜드,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0017_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0017_REAL04_U,WORD0017,뉴질랜드,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0017_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0018_REAL04_D,WORD0018,나사렛대학교,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0018_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0018_REAL04_F,WORD0018,나사렛대학교,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0018_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0018_REAL04_L,WORD0018,나사렛대학교,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0018_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0018_REAL04_R,WORD0018,나사렛대학교,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0018_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0018_REAL04_U,WORD0018,나사렛대학교,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0018_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0019_REAL04_D,WORD0019,알아서,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0019_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0019_REAL04_F,WORD0019,알아서,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0019_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0019_REAL04_L,WORD0019,알아서,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0019_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0019_REAL04_R,WORD0019,알아서,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0019_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0019_REAL04_U,WORD0019,알아서,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0019_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0020_REAL04_D,WORD0020,장애인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0020_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0020_REAL04_F,WORD0020,장애인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0020_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0020_REAL04_L,WORD0020,장애인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0020_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0020_REAL04_R,WORD0020,장애인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0020_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0020_REAL04_U,WORD0020,장애인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0020_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0021_REAL04_D,WORD0021,열아홉번째,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0021_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0021_REAL04_F,WORD0021,열아홉번째,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0021_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0021_REAL04_L,WORD0021,열아홉번째,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0021_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0021_REAL04_R,WORD0021,열아홉번째,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0021_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0021_REAL04_U,WORD0021,열아홉번째,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0021_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0022_REAL04_D,WORD0022,침착,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0022_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0022_REAL04_F,WORD0022,침착,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0022_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0022_REAL04_L,WORD0022,침착,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0022_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0022_REAL04_R,WORD0022,침착,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0022_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0022_REAL04_U,WORD0022,침착,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0022_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0023_REAL04_D,WORD0023,성실,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0023_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0023_REAL04_F,WORD0023,성실,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0023_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0023_REAL04_L,WORD0023,성실,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0023_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0023_REAL04_R,WORD0023,성실,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0023_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0023_REAL04_U,WORD0023,성실,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0023_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0024_REAL04_D,WORD0024,학교연혁,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0024_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0024_REAL04_F,WORD0024,학교연혁,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0024_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0024_REAL04_L,WORD0024,학교연혁,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0024_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0024_REAL04_R,WORD0024,학교연혁,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0024_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0024_REAL04_U,WORD0024,학교연혁,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0024_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0025_REAL04_D,WORD0025,싫어하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0025_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0025_REAL04_F,WORD0025,싫어하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0025_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0025_REAL04_L,WORD0025,싫어하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0025_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0025_REAL04_R,WORD0025,싫어하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0025_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0025_REAL04_U,WORD0025,싫어하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0025_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0026_REAL04_D,WORD0026,급하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0026_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0026_REAL04_F,WORD0026,급하다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0026_REAL04_F.mp4,train,FILE08
