source_part,sample_id,source_video,word_id,label,reason,error,real,actor_id,view,stage,run_id
FILE04,NIA_SL_WORD0004_REAL02_L,2-1/NIA_SL_WORD0004_REAL02_L.mp4,WORD0004,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0004_REAL02_R,2-1/NIA_SL_WORD0004_REAL02_R.mp4,WORD0004,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0004_REAL02_U,2-1/NIA_SL_WORD0004_REAL02_U.mp4,WORD0004,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0005_REAL02_D,2-1/NIA_SL_WORD0005_REAL02_D.mp4,WORD0005,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0005_REAL02_F,2-1/NIA_SL_WORD0005_REAL02_F.mp4,WORD0005,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0005_REAL02_L,2-1/NIA_SL_WORD0005_REAL02_L.mp4,WORD0005,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0005_REAL02_R,2-1/NIA_SL_WORD0005_REAL02_R.mp4,WORD0005,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0005_REAL02_U,2-1/NIA_SL_WORD0005_REAL02_U.mp4,WORD0005,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0006_REAL02_D,2-1/NIA_SL_WORD0006_REAL02_D.mp4,WORD0006,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0006_REAL02_F,2-1/NIA_SL_WORD0006_REAL02_F.mp4,WORD0006,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0006_REAL02_L,2-1/NIA_SL_WORD0006_REAL02_L.mp4,WORD0006,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0006_REAL02_R,2-1/NIA_SL_WORD0006_REAL02_R.mp4,WORD0006,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0006_REAL02_U,2-1/NIA_SL_WORD0006_REAL02_U.mp4,WORD0006,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0007_REAL02_D,2-1/NIA_SL_WORD0007_REAL02_D.mp4,WORD0007,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0007_REAL02_F,2-1/NIA_SL_WORD0007_REAL02_F.mp4,WORD0007,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0007_REAL02_L,2-1/NIA_SL_WORD0007_REAL02_L.mp4,WORD0007,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0007_REAL02_R,2-1/NIA_SL_WORD0007_REAL02_R.mp4,WORD0007,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0007_REAL02_U,2-1/NIA_SL_WORD0007_REAL02_U.mp4,WORD0007,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0008_REAL02_D,2-1/NIA_SL_WORD0008_REAL02_D.mp4,WORD0008,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0008_REAL02_F,2-1/NIA_SL_WORD0008_REAL02_F.mp4,WORD0008,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0008_REAL02_L,2-1/NIA_SL_WORD0008_REAL02_L.mp4,WORD0008,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0008_REAL02_R,2-1/NIA_SL_WORD0008_REAL02_R.mp4,WORD0008,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0008_REAL02_U,2-1/NIA_SL_WORD0008_REAL02_U.mp4,WORD0008,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0009_REAL02_D,2-1/NIA_SL_WORD0009_REAL02_D.mp4,WORD0009,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0009_REAL02_F,2-1/NIA_SL_WORD0009_REAL02_F.mp4,WORD0009,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0009_REAL02_L,2-1/NIA_SL_WORD0009_REAL02_L.mp4,WORD0009,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0009_REAL02_R,2-1/NIA_SL_WORD0009_REAL02_R.mp4,WORD0009,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0009_REAL02_U,2-1/NIA_SL_WORD0009_REAL02_U.mp4,WORD0009,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0010_REAL02_D,2-1/NIA_SL_WORD0010_REAL02_D.mp4,WORD0010,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0010_REAL02_F,2-1/NIA_SL_WORD0010_REAL02_F.mp4,WORD0010,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0010_REAL02_L,2-1/NIA_SL_WORD0010_REAL02_L.mp4,WORD0010,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0010_REAL02_R,2-1/NIA_SL_WORD0010_REAL02_R.mp4,WORD0010,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0010_REAL02_U,2-1/NIA_SL_WORD0010_REAL02_U.mp4,WORD0010,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0011_REAL02_D,2-1/NIA_SL_WORD0011_REAL02_D.mp4,WORD0011,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0011_REAL02_F,2-1/NIA_SL_WORD0011_REAL02_F.mp4,WORD0011,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0011_REAL02_L,2-1/NIA_SL_WORD0011_REAL02_L.mp4,WORD0011,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0011_REAL02_R,2-1/NIA_SL_WORD0011_REAL02_R.mp4,WORD0011,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0011_REAL02_U,2-1/NIA_SL_WORD0011_REAL02_U.mp4,WORD0011,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0012_REAL02_D,2-1/NIA_SL_WORD0012_REAL02_D.mp4,WORD0012,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0012_REAL02_F,2-1/NIA_SL_WORD0012_REAL02_F.mp4,WORD0012,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0012_REAL02_L,2-1/NIA_SL_WORD0012_REAL02_L.mp4,WORD0012,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0012_REAL02_R,2-1/NIA_SL_WORD0012_REAL02_R.mp4,WORD0012,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0012_REAL02_U,2-1/NIA_SL_WORD0012_REAL02_U.mp4,WORD0012,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0013_REAL02_D,2-1/NIA_SL_WORD0013_REAL02_D.mp4,WORD0013,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0013_REAL02_F,2-1/NIA_SL_WORD0013_REAL02_F.mp4,WORD0013,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0013_REAL02_L,2-1/NIA_SL_WORD0013_REAL02_L.mp4,WORD0013,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0013_REAL02_R,2-1/NIA_SL_WORD0013_REAL02_R.mp4,WORD0013,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0013_REAL02_U,2-1/NIA_SL_WORD0013_REAL02_U.mp4,WORD0013,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0014_REAL02_D,2-1/NIA_SL_WORD0014_REAL02_D.mp4,WORD0014,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0014_REAL02_F,2-1/NIA_SL_WORD0014_REAL02_F.mp4,WORD0014,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0014_REAL02_L,2-1/NIA_SL_WORD0014_REAL02_L.mp4,WORD0014,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0014_REAL02_R,2-1/NIA_SL_WORD0014_REAL02_R.mp4,WORD0014,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0014_REAL02_U,2-1/NIA_SL_WORD0014_REAL02_U.mp4,WORD0014,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0015_REAL02_D,2-1/NIA_SL_WORD0015_REAL02_D.mp4,WORD0015,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0015_REAL02_F,2-1/NIA_SL_WORD0015_REAL02_F.mp4,WORD0015,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0015_REAL02_L,2-1/NIA_SL_WORD0015_REAL02_L.mp4,WORD0015,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0015_REAL02_R,2-1/NIA_SL_WORD0015_REAL02_R.mp4,WORD0015,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0015_REAL02_U,2-1/NIA_SL_WORD0015_REAL02_U.mp4,WORD0015,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0016_REAL02_D,2-1/NIA_SL_WORD0016_REAL02_D.mp4,WORD0016,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0016_REAL02_F,2-1/NIA_SL_WORD0016_REAL02_F.mp4,WORD0016,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0016_REAL02_L,2-1/NIA_SL_WORD0016_REAL02_L.mp4,WORD0016,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0016_REAL02_R,2-1/NIA_SL_WORD0016_REAL02_R.mp4,WORD0016,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0016_REAL02_U,2-1/NIA_SL_WORD0016_REAL02_U.mp4,WORD0016,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0017_REAL02_D,2-1/NIA_SL_WORD0017_REAL02_D.mp4,WORD0017,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0017_REAL02_F,2-1/NIA_SL_WORD0017_REAL02_F.mp4,WORD0017,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0017_REAL02_L,2-1/NIA_SL_WORD0017_REAL02_L.mp4,WORD0017,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0017_REAL02_R,2-1/NIA_SL_WORD0017_REAL02_R.mp4,WORD0017,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0017_REAL02_U,2-1/NIA_SL_WORD0017_REAL02_U.mp4,WORD0017,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0018_REAL02_D,2-1/NIA_SL_WORD0018_REAL02_D.mp4,WORD0018,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0018_REAL02_F,2-1/NIA_SL_WORD0018_REAL02_F.mp4,WORD0018,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0018_REAL02_L,2-1/NIA_SL_WORD0018_REAL02_L.mp4,WORD0018,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0018_REAL02_R,2-1/NIA_SL_WORD0018_REAL02_R.mp4,WORD0018,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0018_REAL02_U,2-1/NIA_SL_WORD0018_REAL02_U.mp4,WORD0018,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0019_REAL02_D,2-1/NIA_SL_WORD0019_REAL02_D.mp4,WORD0019,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0019_REAL02_F,2-1/NIA_SL_WORD0019_REAL02_F.mp4,WORD0019,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0019_REAL02_L,2-1/NIA_SL_WORD0019_REAL02_L.mp4,WORD0019,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0019_REAL02_R,2-1/NIA_SL_WORD0019_REAL02_R.mp4,WORD0019,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0019_REAL02_U,2-1/NIA_SL_WORD0019_REAL02_U.mp4,WORD0019,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0020_REAL02_D,2-1/NIA_SL_WORD0020_REAL02_D.mp4,WORD0020,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0020_REAL02_F,2-1/NIA_SL_WORD0020_REAL02_F.mp4,WORD0020,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0020_REAL02_L,2-1/NIA_SL_WORD0020_REAL02_L.mp4,WORD0020,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0020_REAL02_R,2-1/NIA_SL_WORD0020_REAL02_R.mp4,WORD0020,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0020_REAL02_U,2-1/NIA_SL_WORD0020_REAL02_U.mp4,WORD0020,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0021_REAL02_D,2-1/NIA_SL_WORD0021_REAL02_D.mp4,WORD0021,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0021_REAL02_F,2-1/NIA_SL_WORD0021_REAL02_F.mp4,WORD0021,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0021_REAL02_L,2-1/NIA_SL_WORD0021_REAL02_L.mp4,WORD0021,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0021_REAL02_R,2-1/NIA_SL_WORD0021_REAL02_R.mp4,WORD0021,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0021_REAL02_U,2-1/NIA_SL_WORD0021_REAL02_U.mp4,WORD0021,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0022_REAL02_D,2-1/NIA_SL_WORD0022_REAL02_D.mp4,WORD0022,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0022_REAL02_F,2-1/NIA_SL_WORD0022_REAL02_F.mp4,WORD0022,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0022_REAL02_L,2-1/NIA_SL_WORD0022_REAL02_L.mp4,WORD0022,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0022_REAL02_R,2-1/NIA_SL_WORD0022_REAL02_R.mp4,WORD0022,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0022_REAL02_U,2-1/NIA_SL_WORD0022_REAL02_U.mp4,WORD0022,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0023_REAL02_D,2-1/NIA_SL_WORD0023_REAL02_D.mp4,WORD0023,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0023_REAL02_F,2-1/NIA_SL_WORD0023_REAL02_F.mp4,WORD0023,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0023_REAL02_L,2-1/NIA_SL_WORD0023_REAL02_L.mp4,WORD0023,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0023_REAL02_R,2-1/NIA_SL_WORD0023_REAL02_R.mp4,WORD0023,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0023_REAL02_U,2-1/NIA_SL_WORD0023_REAL02_U.mp4,WORD0023,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0024_REAL02_D,2-1/NIA_SL_WORD0024_REAL02_D.mp4,WORD0024,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0024_REAL02_F,2-1/NIA_SL_WORD0024_REAL02_F.mp4,WORD0024,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0024_REAL02_L,2-1/NIA_SL_WORD0024_REAL02_L.mp4,WORD0024,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0024_REAL02_R,2-1/NIA_SL_WORD0024_REAL02_R.mp4,WORD0024,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0024_REAL02_U,2-1/NIA_SL_WORD0024_REAL02_U.mp4,WORD0024,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0025_REAL02_D,2-1/NIA_SL_WORD0025_REAL02_D.mp4,WORD0025,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0025_REAL02_F,2-1/NIA_SL_WORD0025_REAL02_F.mp4,WORD0025,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0025_REAL02_L,2-1/NIA_SL_WORD0025_REAL02_L.mp4,WORD0025,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0025_REAL02_R,2-1/NIA_SL_WORD0025_REAL02_R.mp4,WORD0025,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0025_REAL02_U,2-1/NIA_SL_WORD0025_REAL02_U.mp4,WORD0025,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0026_REAL02_D,2-1/NIA_SL_WORD0026_REAL02_D.mp4,WORD0026,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0026_REAL02_F,2-1/NIA_SL_WORD0026_REAL02_F.mp4,WORD0026,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0026_REAL02_L,2-1/NIA_SL_WORD0026_REAL02_L.mp4,WORD0026,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0026_REAL02_R,2-1/NIA_SL_WORD0026_REAL02_R.mp4,WORD0026,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0026_REAL02_U,2-1/NIA_SL_WORD0026_REAL02_U.mp4,WORD0026,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0027_REAL02_D,2-1/NIA_SL_WORD0027_REAL02_D.mp4,WORD0027,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0027_REAL02_F,2-1/NIA_SL_WORD0027_REAL02_F.mp4,WORD0027,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0027_REAL02_L,2-1/NIA_SL_WORD0027_REAL02_L.mp4,WORD0027,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0027_REAL02_R,2-1/NIA_SL_WORD0027_REAL02_R.mp4,WORD0027,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0027_REAL02_U,2-1/NIA_SL_WORD0027_REAL02_U.mp4,WORD0027,,not MVP label or morpheme missing,,REAL02,02,U,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0028_REAL02_D,2-1/NIA_SL_WORD0028_REAL02_D.mp4,WORD0028,,not MVP label or morpheme missing,,REAL02,02,D,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0028_REAL02_F,2-1/NIA_SL_WORD0028_REAL02_F.mp4,WORD0028,,not MVP label or morpheme missing,,REAL02,02,F,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0028_REAL02_L,2-1/NIA_SL_WORD0028_REAL02_L.mp4,WORD0028,,not MVP label or morpheme missing,,REAL02,02,L,mvp_filter,FILE04_FILE06
FILE04,NIA_SL_WORD0028_REAL02_R,2-1/NIA_SL_WORD0028_REAL02_R.mp4,WORD0028,,not MVP label or morpheme missing,,REAL02,02,R,mvp_filter,FILE04_FILE06
