scenario,segment_index,segment_name,expected,spatial_variant,segment_variant,start_sec,end_sec,duration_sec,hand_frames,pred_label,pred_conf,target_conf,target_rank,top5,top1_hit
merge1,2,붕대,붕대,orig,trim_both_0.2,4.6,8.7,4.1,48,붕대,0.7999210953712463,0.7999210953712463,1,"[{""label"": ""붕대"", ""confidence"": 0.7999210953712463}, {""label"": ""고추가루"", ""confidence"": 0.08528667688369751}, {""label"": ""무"", ""confidence"": 0.05909956991672516}, {""label"": ""밤나무"", ""confidence"": 0.008766023442149162}, {""label"": ""중독"", ""confidence"": 0.008423516526818275}]",True
merge1,2,붕대,붕대,orig,trim_head_0.4,4.8,8.9,4.1,48,붕대,0.8842964172363281,0.8842964172363281,1,"[{""label"": ""붕대"", ""confidence"": 0.8842964172363281}, {""label"": ""고추가루"", ""confidence"": 0.06209350749850273}, {""label"": ""중독"", ""confidence"": 0.011116244830191135}, {""label"": ""무"", ""confidence"": 0.010223629884421825}, {""label"": ""파헤치다"", ""confidence"": 0.005159486550837755}]",True
merge1,2,붕대,붕대,orig,trim_tail_0.4,4.4,8.5,4.1,48,붕대,0.8301995992660522,0.8301995992660522,1,"[{""label"": ""붕대"", ""confidence"": 0.8301995992660522}, {""label"": ""무"", ""confidence"": 0.06979120522737503}, {""label"": ""고추가루"", ""confidence"": 0.030339734628796577}, {""label"": ""밤나무"", ""confidence"": 0.014902886934578419}, {""label"": ""중독"", ""confidence"": 0.008261138573288918}]",True
merge1,2,붕대,붕대,orig,trim_both_0.4,4.8,8.5,3.7,43,붕대,0.4620538055896759,0.4620538055896759,1,"[{""label"": ""붕대"", ""confidence"": 0.4620538055896759}, {""label"": ""고추가루"", ""confidence"": 0.4071160554885864}, {""label"": ""무"", ""confidence"": 0.04386081546545029}, {""label"": ""파헤치다"", ""confidence"": 0.038560837507247925}, {""label"": ""중독"", ""confidence"": 0.009005866944789886}]",True
merge1,2,붕대,붕대,orig,extend_head_0.2,4.2,8.9,4.7,55,붕대,0.8961631059646606,0.8961631059646606,1,"[{""label"": ""붕대"", ""confidence"": 0.8961631059646606}, {""label"": ""고추가루"", ""confidence"": 0.04208602011203766}, {""label"": ""무"", ""confidence"": 0.011495191603899002}, {""label"": ""중독"", ""confidence"": 0.005512908101081848}, {""label"": ""밤나무"", ""confidence"": 0.00527876615524292}]",True
merge1,2,붕대,붕대,orig,extend_tail_0.2,4.4,9.1,4.7,56,붕대,0.9532589316368103,0.9532589316368103,1,"[{""label"": ""붕대"", ""confidence"": 0.9532589316368103}, {""label"": ""고추가루"", ""confidence"": 0.019524620845913887}, {""label"": ""무"", ""confidence"": 0.004743152763694525}, {""label"": ""밤나무"", ""confidence"": 0.002889659022912383}, {""label"": ""중독"", ""confidence"": 0.0016472508432343602}]",True
merge1,2,붕대,붕대,orig,extend_both_0.2,4.2,9.1,4.9,58,붕대,0.8829615712165833,0.8829615712165833,1,"[{""label"": ""붕대"", ""confidence"": 0.8829615712165833}, {""label"": ""고추가루"", ""confidence"": 0.03272659331560135}, {""label"": ""무"", ""confidence"": 0.02364557422697544}, {""label"": ""중독"", ""confidence"": 0.007968764752149582}, {""label"": ""밤나무"", ""confidence"": 0.007319582160562277}]",True
merge1,2,붕대,붕대,orig,shift_left_0.2,4.2,8.7,4.5,53,붕대,0.8417688608169556,0.8417688608169556,1,"[{""label"": ""붕대"", ""confidence"": 0.8417688608169556}, {""label"": ""고추가루"", ""confidence"": 0.04253411665558815}, {""label"": ""무"", ""confidence"": 0.03261776268482208}, {""label"": ""체험"", ""confidence"": 0.013684732839465141}, {""label"": ""중독"", ""confidence"": 0.008659843355417252}]",True
merge1,2,붕대,붕대,orig,shift_right_0.2,4.6,9.1,4.5,53,붕대,0.8952411413192749,0.8952411413192749,1,"[{""label"": ""붕대"", ""confidence"": 0.8952411413192749}, {""label"": ""고추가루"", ""confidence"": 0.04201498255133629}, {""label"": ""무"", ""confidence"": 0.009402279742062092}, {""label"": ""중독"", ""confidence"": 0.007140228059142828}, {""label"": ""밤나무"", ""confidence"": 0.006785965524613857}]",True
merge1,3,원하다,원하다,orig,base,8.9,10.967,2.067,25,혈서,0.21280193328857422,0.034071724861860275,7,"[{""label"": ""혈서"", ""confidence"": 0.21280193328857422}, {""label"": ""한숨"", ""confidence"": 0.16238537430763245}, {""label"": ""금욕"", ""confidence"": 0.11686278134584427}, {""label"": ""졸리다"", ""confidence"": 0.08445356786251068}, {""label"": ""신부"", ""confidence"": 0.048787809908390045}]",False
merge1,3,원하다,원하다,orig,trim_head_0.2,9.1,10.967,1.867,22,한숨,0.3999030590057373,0.02346794679760933,5,"[{""label"": ""한숨"", ""confidence"": 0.3999030590057373}, {""label"": ""혈서"", ""confidence"": 0.20160232484340668}, {""label"": ""금욕"", ""confidence"": 0.13248616456985474}, {""label"": ""압정"", ""confidence"": 0.045164961367845535}, {""label"": ""원하다"", ""confidence"": 0.02346794679760933}]",False
merge1,3,원하다,원하다,orig,trim_tail_0.2,8.9,10.8,1.9,23,혈서,0.20918412506580353,0.03137829154729843,6,"[{""label"": ""혈서"", ""confidence"": 0.20918412506580353}, {""label"": ""금욕"", ""confidence"": 0.18326909840106964}, {""label"": ""한숨"", ""confidence"": 0.16956797242164612}, {""label"": ""졸리다"", ""confidence"": 0.06293053179979324}, {""label"": ""압정"", ""confidence"": 0.036676544696092606}]",False
merge1,3,원하다,원하다,orig,trim_both_0.2,9.1,10.8,1.7,20,한숨,0.4411700367927551,0.018232129514217377,7,"[{""label"": ""한숨"", ""confidence"": 0.4411700367927551}, {""label"": ""금욕"", ""confidence"": 0.16854703426361084}, {""label"": ""혈서"", ""confidence"": 0.15640290081501007}, {""label"": ""압정"", ""confidence"": 0.03659812733530998}, {""label"": ""참다"", ""confidence"": 0.022398287430405617}]",False
merge1,3,원하다,원하다,orig,trim_head_0.4,9.3,10.967,1.667,20,금욕,0.3042062222957611,0.012984595261514187,9,"[{""label"": ""금욕"", ""confidence"": 0.3042062222957611}, {""label"": ""한숨"", ""confidence"": 0.23045793175697327}, {""label"": ""혈서"", ""confidence"": 0.14214739203453064}, {""label"": ""여동생"", ""confidence"": 0.04903513938188553}, {""label"": ""참다"", ""confidence"": 0.04806782677769661}]",False
merge1,3,원하다,원하다,orig,trim_tail_0.4,8.9,10.6,1.7,21,금욕,0.901799738407135,0.012601069174706936,4,"[{""label"": ""금욕"", ""confidence"": 0.901799738407135}, {""label"": ""참다"", ""confidence"": 0.018342632800340652}, {""label"": ""혈서"", ""confidence"": 0.01464160531759262}, {""label"": ""원하다"", ""confidence"": 0.012601069174706936}, {""label"": ""어색하다"", ""confidence"": 0.007447994779795408}]",False
merge1,3,원하다,원하다,orig,trim_both_0.4,9.3,10.6,1.3,16,금욕,0.810092568397522,0.0015802901471033692,12,"[{""label"": ""금욕"", ""confidence"": 0.810092568397522}, {""label"": ""참다"", ""confidence"": 0.07724469900131226}, {""label"": ""여동생"", ""confidence"": 0.03834875300526619}, {""label"": ""한숨"", ""confidence"": 0.026741428300738335}, {""label"": ""어색하다"", ""confidence"": 0.006523588672280312}]",False
merge1,3,원하다,원하다,orig,extend_head_0.2,8.7,10.967,2.267,27,한숨,0.18507158756256104,0.021087024360895157,11,"[{""label"": ""한숨"", ""confidence"": 0.18507158756256104}, {""label"": ""혈서"", ""confidence"": 0.17973987758159637}, {""label"": ""알다"", ""confidence"": 0.12575851380825043}, {""label"": ""신부"", ""confidence"": 0.08867273479700089}, {""label"": ""졸리다"", ""confidence"": 0.06735477596521378}]",False
merge1,3,원하다,원하다,orig,extend_tail_0.2,8.9,10.967,2.067,25,혈서,0.21280193328857422,0.034071724861860275,7,"[{""label"": ""혈서"", ""confidence"": 0.21280193328857422}, {""label"": ""한숨"", ""confidence"": 0.16238537430763245}, {""label"": ""금욕"", ""confidence"": 0.11686278134584427}, {""label"": ""졸리다"", ""confidence"": 0.08445356786251068}, {""label"": ""신부"", ""confidence"": 0.048787809908390045}]",False
merge1,3,원하다,원하다,orig,extend_both_0.2,8.7,10.967,2.267,27,한숨,0.18507158756256104,0.021087024360895157,11,"[{""label"": ""한숨"", ""confidence"": 0.18507158756256104}, {""label"": ""혈서"", ""confidence"": 0.17973987758159637}, {""label"": ""알다"", ""confidence"": 0.12575851380825043}, {""label"": ""신부"", ""confidence"": 0.08867273479700089}, {""label"": ""졸리다"", ""confidence"": 0.06735477596521378}]",False
merge1,3,원하다,원하다,orig,shift_left_0.2,8.7,10.8,2.1,25,한숨,0.20898236334323883,0.021974880248308182,9,"[{""label"": ""한숨"", ""confidence"": 0.20898236334323883}, {""label"": ""혈서"", ""confidence"": 0.16353106498718262}, {""label"": ""알다"", ""confidence"": 0.11730588227510452}, {""label"": ""신부"", ""confidence"": 0.0829484686255455}, {""label"": ""금욕"", ""confidence"": 0.0759921669960022}]",False
merge1,3,원하다,원하다,orig,shift_right_0.2,9.1,10.967,1.867,22,한숨,0.3999030590057373,0.02346794679760933,5,"[{""label"": ""한숨"", ""confidence"": 0.3999030590057373}, {""label"": ""혈서"", ""confidence"": 0.20160232484340668}, {""label"": ""금욕"", ""confidence"": 0.13248616456985474}, {""label"": ""압정"", ""confidence"": 0.045164961367845535}, {""label"": ""원하다"", ""confidence"": 0.02346794679760933}]",False
merge1,1,상처,상처,hflip,base,0.0,4.4,4.4,52,녹초,0.5199006795883179,0.0002459188981447369,72,"[{""label"": ""녹초"", ""confidence"": 0.5199006795883179}, {""label"": ""사직"", ""confidence"": 0.30050769448280334}, {""label"": ""행동"", ""confidence"": 0.053481217473745346}, {""label"": ""조회"", ""confidence"": 0.012700528837740421}, {""label"": ""동상이몽"", ""confidence"": 0.007764328271150589}]",False
merge1,1,상처,상처,hflip,trim_head_0.2,0.2,4.4,4.2,49,녹초,0.451175332069397,0.0006626343820244074,33,"[{""label"": ""녹초"", ""confidence"": 0.451175332069397}, {""label"": ""사직"", ""confidence"": 0.2667756974697113}, {""label"": ""행동"", ""confidence"": 0.1687115579843521}, {""label"": ""바쁘다"", ""confidence"": 0.010249979794025421}, {""label"": ""동상이몽"", ""confidence"": 0.007322425022721291}]",False
merge1,1,상처,상처,hflip,trim_tail_0.2,0.0,4.2,4.2,50,사직,0.5914704203605652,3.721352913998999e-05,176,"[{""label"": ""사직"", ""confidence"": 0.5914704203605652}, {""label"": ""녹초"", ""confidence"": 0.304342120885849}, {""label"": ""행동"", ""confidence"": 0.024948686361312866}, {""label"": ""무소유"", ""confidence"": 0.007973317988216877}, {""label"": ""챔피언"", ""confidence"": 0.007399954367429018}]",False
merge1,1,상처,상처,hflip,trim_both_0.2,0.2,4.2,4.0,47,녹초,0.9699127078056335,2.4601327822892927e-05,96,"[{""label"": ""녹초"", ""confidence"": 0.9699127078056335}, {""label"": ""사직"", ""confidence"": 0.009104701690375805}, {""label"": ""조회"", ""confidence"": 0.0027485021855682135}, {""label"": ""여배우"", ""confidence"": 0.0016608430305495858}, {""label"": ""째려보다"", ""confidence"": 0.001465375884436071}]",False
merge1,1,상처,상처,hflip,trim_head_0.4,0.4,4.4,4.0,47,사직,0.3903670012950897,0.0006153636495582759,34,"[{""label"": ""사직"", ""confidence"": 0.3903670012950897}, {""label"": ""녹초"", ""confidence"": 0.253864586353302}, {""label"": ""행동"", ""confidence"": 0.24524527788162231}, {""label"": ""바쁘다"", ""confidence"": 0.011187311261892319}, {""label"": ""달리다"", ""confidence"": 0.008475866168737411}]",False
merge1,1,상처,상처,hflip,trim_tail_0.4,0.0,4.0,4.0,47,녹초,0.9732487201690674,1.7380727513227612e-05,117,"[{""label"": ""녹초"", ""confidence"": 0.9732487201690674}, {""label"": ""사직"", ""confidence"": 0.005435879807919264}, {""label"": ""조회"", ""confidence"": 0.0023004061076790094}, {""label"": ""여배우"", ""confidence"": 0.0019654585048556328}, {""label"": ""파주"", ""confidence"": 0.0012184645747765899}]",False
merge1,1,상처,상처,hflip,trim_both_0.4,0.4,4.0,3.6,42,사직,0.4022708535194397,0.0001624382712179795,88,"[{""label"": ""사직"", ""confidence"": 0.4022708535194397}, {""label"": ""행동"", ""confidence"": 0.28967297077178955}, {""label"": ""녹초"", ""confidence"": 0.18087553977966309}, {""label"": ""기피하다"", ""confidence"": 0.014338751323521137}, {""label"": ""동상이몽"", ""confidence"": 0.009016847237944603}]",False
merge1,1,상처,상처,hflip,extend_head_0.2,0.0,4.4,4.4,52,녹초,0.5199006795883179,0.0002459188981447369,72,"[{""label"": ""녹초"", ""confidence"": 0.5199006795883179}, {""label"": ""사직"", ""confidence"": 0.30050769448280334}, {""label"": ""행동"", ""confidence"": 0.053481217473745346}, {""label"": ""조회"", ""confidence"": 0.012700528837740421}, {""label"": ""동상이몽"", ""confidence"": 0.007764328271150589}]",False
merge1,1,상처,상처,hflip,extend_tail_0.2,0.0,4.6,4.6,55,녹초,0.6321823000907898,4.4646596506936476e-05,183,"[{""label"": ""녹초"", ""confidence"": 0.6321823000907898}, {""label"": ""사직"", ""confidence"": 0.24502189457416534}, {""label"": ""무소유"", ""confidence"": 0.02381981909275055}, {""label"": ""행동"", ""confidence"": 0.020176712423563004}, {""label"": ""뚱뚱하다"", ""confidence"": 0.009230527095496655}]",False
merge1,1,상처,상처,hflip,extend_both_0.2,0.0,4.6,4.6,55,녹초,0.6321823000907898,4.4646596506936476e-05,183,"[{""label"": ""녹초"", ""confidence"": 0.6321823000907898}, {""label"": ""사직"", ""confidence"": 0.24502189457416534}, {""label"": ""무소유"", ""confidence"": 0.02381981909275055}, {""label"": ""행동"", ""confidence"": 0.020176712423563004}, {""label"": ""뚱뚱하다"", ""confidence"": 0.009230527095496655}]",False
merge1,1,상처,상처,hflip,shift_left_0.2,0.0,4.2,4.2,50,사직,0.5914704203605652,3.721352913998999e-05,176,"[{""label"": ""사직"", ""confidence"": 0.5914704203605652}, {""label"": ""녹초"", ""confidence"": 0.304342120885849}, {""label"": ""행동"", ""confidence"": 0.024948686361312866}, {""label"": ""무소유"", ""confidence"": 0.007973317988216877}, {""label"": ""챔피언"", ""confidence"": 0.007399954367429018}]",False
merge1,1,상처,상처,hflip,shift_right_0.2,0.2,4.6,4.4,52,녹초,0.941162109375,5.772300573880784e-05,76,"[{""label"": ""녹초"", ""confidence"": 0.941162109375}, {""label"": ""사직"", ""confidence"": 0.020629199221730232}, {""label"": ""행동"", ""confidence"": 0.004151850938796997}, {""label"": ""조회"", ""confidence"": 0.0036063790321350098}, {""label"": ""뚱뚱하다"", ""confidence"": 0.0025239859241992235}]",False
merge1,2,붕대,붕대,hflip,base,4.4,8.9,4.5,53,수성구지부,0.5728371739387512,5.286521263769828e-05,169,"[{""label"": ""수성구지부"", ""confidence"": 0.5728371739387512}, {""label"": ""남부터미널"", ""confidence"": 0.1788478046655655}, {""label"": ""기피하다"", ""confidence"": 0.17621344327926636}, {""label"": ""조상"", ""confidence"": 0.00820675678551197}, {""label"": ""소등"", ""confidence"": 0.005533114541321993}]",False
merge1,2,붕대,붕대,hflip,trim_head_0.2,4.6,8.9,4.3,50,수성구지부,0.8158592581748962,2.6948606318910606e-05,177,"[{""label"": ""수성구지부"", ""confidence"": 0.8158592581748962}, {""label"": ""남부터미널"", ""confidence"": 0.0821489542722702}, {""label"": ""기피하다"", ""confidence"": 0.055701300501823425}, {""label"": ""조상"", ""confidence"": 0.008628366515040398}, {""label"": ""사계절"", ""confidence"": 0.00261799618601799}]",False
merge1,2,붕대,붕대,hflip,trim_tail_0.2,4.4,8.7,4.3,51,수성구지부,0.6494244337081909,1.989989323192276e-05,303,"[{""label"": ""수성구지부"", ""confidence"": 0.6494244337081909}, {""label"": ""남부터미널"", ""confidence"": 0.15503109991550446}, {""label"": ""기피하다"", ""confidence"": 0.12588563561439514}, {""label"": ""소등"", ""confidence"": 0.006184022407978773}, {""label"": ""조상"", ""confidence"": 0.005784959532320499}]",False
merge1,2,붕대,붕대,hflip,trim_both_0.2,4.6,8.7,4.1,48,수성구지부,0.82517009973526,2.432419205433689e-05,197,"[{""label"": ""수성구지부"", ""confidence"": 0.82517009973526}, {""label"": ""기피하다"", ""confidence"": 0.08814599364995956}, {""label"": ""남부터미널"", ""confidence"": 0.034573812037706375}, {""label"": ""조상"", ""confidence"": 0.014548949897289276}, {""label"": ""분주하다"", ""confidence"": 0.002783089177682996}]",False
merge1,2,붕대,붕대,hflip,trim_head_0.4,4.8,8.9,4.1,48,수성구지부,0.9288595914840698,2.527150536479894e-05,171,"[{""label"": ""수성구지부"", ""confidence"": 0.9288595914840698}, {""label"": ""남부터미널"", ""confidence"": 0.016101423650979996}, {""label"": ""기피하다"", ""confidence"": 0.013845181092619896}, {""label"": ""조상"", ""confidence"": 0.010202216915786266}, {""label"": ""목포시청"", ""confidence"": 0.00232607196085155}]",False
merge1,2,붕대,붕대,hflip,trim_tail_0.4,4.4,8.5,4.1,48,수성구지부,0.7718388438224792,1.9962577425758354e-05,225,"[{""label"": ""수성구지부"", ""confidence"": 0.7718388438224792}, {""label"": ""기피하다"", ""confidence"": 0.11780000478029251}, {""label"": ""남부터미널"", ""confidence"": 0.062167711555957794}, {""label"": ""조상"", ""confidence"": 0.00663075502961874}, {""label"": ""분주하다"", ""confidence"": 0.005347120575606823}]",False
merge1,2,붕대,붕대,hflip,trim_both_0.4,4.8,8.5,3.7,43,수성구지부,0.9169087409973145,1.0119267244590446e-05,279,"[{""label"": ""수성구지부"", ""confidence"": 0.9169087409973145}, {""label"": ""기피하다"", ""confidence"": 0.023038487881422043}, {""label"": ""남부터미널"", ""confidence"": 0.019297240301966667}, {""label"": ""조상"", ""confidence"": 0.014196579344570637}, {""label"": ""수어"", ""confidence"": 0.0024702539667487144}]",False
merge1,2,붕대,붕대,hflip,extend_head_0.2,4.2,8.9,4.7,55,수성구지부,0.7337483763694763,8.764131052885205e-05,96,"[{""label"": ""수성구지부"", ""confidence"": 0.7337483763694763}, {""label"": ""남부터미널"", ""confidence"": 0.17722909152507782}, {""label"": ""기피하다"", ""confidence"": 0.028859654441475868}, {""label"": ""몸"", ""confidence"": 0.006035873666405678}, {""label"": ""사계절"", ""confidence"": 0.0053460197523236275}]",False
merge1,2,붕대,붕대,hflip,extend_tail_0.2,4.4,9.1,4.7,56,수성구지부,0.4685644805431366,0.00012365271686576307,99,"[{""label"": ""수성구지부"", ""confidence"": 0.4685644805431366}, {""label"": ""남부터미널"", ""confidence"": 0.31554198265075684}, {""label"": ""기피하다"", ""confidence"": 0.12082765996456146}, {""label"": ""분주하다"", ""confidence"": 0.009280833415687084}, {""label"": ""보건소"", ""confidence"": 0.009175998158752918}]",False
merge1,2,붕대,붕대,hflip,extend_both_0.2,4.2,9.1,4.9,58,수성구지부,0.6988396048545837,5.6087075790856034e-05,170,"[{""label"": ""수성구지부"", ""confidence"": 0.6988396048545837}, {""label"": ""남부터미널"", ""confidence"": 0.1445055603981018}, {""label"": ""기피하다"", ""confidence"": 0.08240152895450592}, {""label"": ""소등"", ""confidence"": 0.007468018215149641}, {""label"": ""분주하다"", ""confidence"": 0.005104025825858116}]",False
merge1,2,붕대,붕대,hflip,shift_left_0.2,4.2,8.7,4.5,53,수성구지부,0.6483369469642639,8.071376214502379e-05,137,"[{""label"": ""수성구지부"", ""confidence"": 0.6483369469642639}, {""label"": ""기피하다"", ""confidence"": 0.1334417164325714}, {""label"": ""남부터미널"", ""confidence"": 0.12912467122077942}, {""label"": ""소등"", ""confidence"": 0.009568493813276291}, {""label"": ""분주하다"", ""confidence"": 0.008000755682587624}]",False
merge1,2,붕대,붕대,hflip,shift_right_0.2,4.6,9.1,4.5,53,수성구지부,0.6747598648071289,8.768942643655464e-05,123,"[{""label"": ""수성구지부"", ""confidence"": 0.6747598648071289}, {""label"": ""기피하다"", ""confidence"": 0.16361331939697266}, {""label"": ""남부터미널"", ""confidence"": 0.0821545347571373}, {""label"": ""조상"", ""confidence"": 0.010659479536116123}, {""label"": ""보건소"", ""confidence"": 0.005963253788650036}]",False
merge1,3,원하다,원하다,hflip,base,8.9,10.967,2.067,25,광업,0.2281612604856491,4.879030370830151e-07,1482,"[{""label"": ""광업"", ""confidence"": 0.2281612604856491}, {""label"": ""불신"", ""confidence"": 0.22741395235061646}, {""label"": ""팔십억"", ""confidence"": 0.2148451954126358}, {""label"": ""팔십오억"", ""confidence"": 0.10846742987632751}, {""label"": ""다리"", ""confidence"": 0.044528018683195114}]",False
merge1,3,원하다,원하다,hflip,trim_head_0.2,9.1,10.967,1.867,22,불신,0.7041810750961304,1.9474097712190996e-07,1787,"[{""label"": ""불신"", ""confidence"": 0.7041810750961304}, {""label"": ""강원도"", ""confidence"": 0.06322500854730606}, {""label"": ""광업"", ""confidence"": 0.04563212767243385}, {""label"": ""쓰다"", ""confidence"": 0.04239871725440025}, {""label"": ""팔십오억"", ""confidence"": 0.034390974789857864}]",False
